SITUACION LABORAL,RANGO,SEXO,EDAD,DEPARTAMENTO,PROVINCIA,DISTRITO,PROFESION,MARCA,MODELO,PLAZA,COLOR,CARROCERIA,ASIENTOS,USO
DEPENDIENTE,C,MASCULINO,32,PIURA,SULLANA,SULLANA,BACHILLER EN CIENCIAS CONTABLES Y ADMINISTRATIVAS,ZONGSHEN,Z-MAX,PIURA,NEGRO,MOTOCICLETA,,
DEPENDIENTE,RURAL,FEMENINO,20,ANCASH,CASMA,CASMA,BACHILLER EN CIENCIAS CONTABLES Y ADMINISTRATIVAS,HIGER,KLQ6728G OMNIBUS URBANO,LIMA,TURQUESA/ PLATA/ GRIS,OMNIBUS,,URBANO/INTERURBANO
INDEPENDIENTE,C,FEMENINO,20,ANCASH,HUARAZ,HUARAZ,BACHILLER EN CIENCIAS CONTABLES Y ADMINISTRATIVAS,HYUNDAI,SANTA FE,HUARAZ,PLATA,SUV,,PARTICULAR
INDEPENDIENTE,B,FEMENINO,31,ANCASH,SANTA,CHIMBOTE,BACHILLER EN CIENCIAS CONTABLES Y ADMINISTRATIVAS,GREAT WALL,VOLEEX C50,LIMA,NEGRO,SEDAN,5,PARTICULAR
DEPENDIENTE,A,MASCULINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ITALIKA,XS125,TRUJILLO,NEGRO AZUL,MOTOCICLETA,2,
DEPENDIENTE,C,MASCULINO,20,TACNA,TACNA,TACNA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,FORD,ESCAPE,TACNA,NEGRO,SUV,5,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,ATE,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,FORD,ECOSPORT,LIMA,NEGRO,SUV,5,
DEPENDIENTE,,MASCULINO,20,MOQUEGUA,ILO,ILO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,NISSAN,NOTE,MOQUEGUA,NEGRO,HATCHBACK,,PARTICULAR
DEPENDIENTE,,MASCULINO,20,PIURA,PAITA,LA HUACA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHEVROLET,SPARK,PIURA,AZUL BLUEBELL,HATCHBACK,5,
DEPENDIENTE,D,FEMENINO,20,AYACUCHO,LA MAR,AYNA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,WANXIN,WX110-L8,AYACUCHO,ROJO BLANCO,MOTOCICLETA,2,
DEPENDIENTE,B,MASCULINO,34,CUSCO,CUSCO,WANCHAQ,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,NEW TUCSON,TACNA,BLANCO,SUV,5,
DEPENDIENTE,D,MASCULINO,20,UCAYALI,CORONEL PORTILLO,MANANTAY,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,MOTOKAR,CCG125,PUCALLPA,ROJO PLATA,MOTOCICLETA,,
DEPENDIENTE,C,MASCULINO,20,ANCASH,HUARI,SAN MARCOS,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,TOYOTA,RUSH,LIMA,ROJO MICA METALICO,SUV,7,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN MIGUEL,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,HD60,LIMA,BLANCO ROJO GUINDA AMARILLO NEGRO PLATA,CHASIS CABINADO,3,CARGA/TRANSPORTE
DEPENDIENTE,D,MASCULINO,50,CUSCO,LA CONVENCION,ECHARATE,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,VERNA,CUSCO,BLANCO,SEDAN,5,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,JUNIN,HUANCAYO,SAN AGUSTIN,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HERO,HUNK,TARAPOTO,ROJO CARMESI,MOTOCICLETA,,
DEPENDIENTE,A,FEMENINO,20,ICA,ICA,PARCONA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHEVROLET,SAIL,LIMA,GRIS ROCA,SEDAN,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,SUZUKI,SWIFT,LIMA,GRIS MAGMA,HATCHBACK,5,
DEPENDIENTE,C,FEMENINO,20,UCAYALI,CORONEL PORTILLO,CALLERIA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,WAVE NF100,PUCALLPA,GRIS METALICO,MOTOCICLETA,,
DEPENDIENTE,,MASCULINO,20,HUANUCO,HUANUCO,PILLCO MARCA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,WANXIN,WX125-Z1,HUANUCO,ROJO NEGRO,MOTOCICLETA,2,
DEPENDIENTE,RURAL,FEMENINO,20,TACNA,TACNA,TACNA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHEVROLET,SPARK,AREQUIPA,GRIS TITANIO,HATCHBACK,5,
DEPENDIENTE,C,MASCULINO,20,TACNA,TACNA,TACNA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,MAZDA,CX-3,TACNA,GRIS,SUV,5,PARTICULAR
DEPENDIENTE,RURAL,FEMENINO,22,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,WAVE 110,TARAPOTO,AZUL,MOTOCICLETA,2,
DEPENDIENTE,D,MASCULINO,20,CUSCO,CUSCO,SAN SEBASTIAN,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ADVANCE,R-150,CUSCO,ROJO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,,MASCULINO,20,PUNO,MOHO,HUAYRAPATA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,VOLKSWAGEN,CROSSFOX,JULIACA,ROJO TORNADO,SUV,5,
DEPENDIENTE,,FEMENINO,30,CUSCO,CUSCO,CUSCO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,GRAND i10,CUSCO,GRIS OSCURO,SEDAN,5,PARTICULAR
DEPENDIENTE,RURAL,FEMENINO,24,CAJAMARCA,JAEN,JAEN,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,MOTOKAR,GL150,BAGUA,AZUL PLATA,TRIMOTO PASAJEROS,,
DEPENDIENTE,RURAL,FEMENINO,20,PIURA,SULLANA,SULLANA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHANGAN,CS35,LIMA,BLANCO,SUV,5,
DEPENDIENTE,,FEMENINO,20,PIURA,MORROPON,CHULUCANAS,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,XR 150L,LIMA,NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ZONGSHEN,STRATO,LIMA,BLANCO NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,CUSCO,CUSCO,SAN SEBASTIAN,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,NISSAN,FRONTIER,LIMA,BLANCO,PICK UP,,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,CAJAMARCA,JAEN,JAEN,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,XR 150L,JAEN,ROJO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,,MASCULINO,20,ICA,PISCO,PISCO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,BAJAJ,RE AUTORICKSHAW TORITO,LIMA,AZUL,TRIMOTO PASAJEROS,4,
DEPENDIENTE,,MASCULINO,20,APURIMAC,ABANCAY,ABANCAY,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ARTSUN,AS250-REGA,ABANCAY,NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,,FEMENINO,20,PUNO,SAN ANTONIO DE PUTINA,PUTINA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,TOYOTA,HILUX 4X4 C/D 3.0 STD DSL  A/B,LIMA,BLANCO,,,CARGA/TRANSPORTE
DEPENDIENTE,B,MASCULINO,20,PIURA,PIURA,CASTILLA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,JAC,JS4,PIURA,NEGRO,SUV,5,PARTICULAR
DEPENDIENTE,,MASCULINO,20,LIMA,LIMA,CHORRILLOS,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,VOLKSWAGEN,GOLF GTI 2.0 MEC/2008,LIMA,BLANCO,SEDAN,,PARTICULAR
DEPENDIENTE,,MASCULINO,20,APURIMAC,ANDAHUAYLAS,PACOBAMBA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ARTSUN,AS250-REGA,ABANCAY,NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,,FEMENINO,20,TACNA,TACNA,TACNA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHEVROLET,C-10,CUSCO,CELESTE BLANCO,PICK UP,,
DEPENDIENTE,,FEMENINO,20,UCAYALI,CORONEL PORTILLO,YARINACOCHA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HAOJIN,HJ150-A,PUCALLPA,ROJO,MOTOCICLETA,1,
DEPENDIENTE,,FEMENINO,20,CUSCO,ACOMAYO,POMACANCHI,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,WAVE NF100,LIMA,NEGRO PERLADO,MOTOCICLETA,2,
DEPENDIENTE,C,FEMENINO,20,PIURA,PAITA,PAITA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ZONGSHEN,MILANO,TRUJILLO,NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,C,MASCULINO,24,PIURA,PAITA,PAITA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,XR 150L,PIURA,BLANCO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,AREQUIPA,AREQUIPA,MARIANO MELGAR,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,PACIFIC,DAX 110,TACNA,AZUL,MOTOCICLETA,1,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,CUSCO,CUSCO,SANTIAGO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,TOYOTA,YARIS,CUSCO,MARRON METALICO,SEDAN,5,PARTICULAR
DEPENDIENTE,,MASCULINO,20,APURIMAC,ANDAHUAYLAS,HUANCARAMA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,RONCO,DOMINATOR 250,ABANCAY,ROJO NEGRO,MOTOCICLETA,2,
DEPENDIENTE,RURAL,MASCULINO,20,PIURA,PIURA,PIURA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,BAJAJ,PULSAR,PIURA,ROJO NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,RURAL,MASCULINO,20,SAN MARTIN,SAN MARTIN,TARAPOTO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,XR 150L,LIMA,BLANCO,MOTOCICLETA,,
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHEVROLET,AVEO,AREQUIPA,GRIS,SEDAN,,PARTICULAR
INDEPENDIENTE,,MASCULINO,20,APURIMAC,AYMARAES,LUCRE,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,TOYOTA,YARIS,LIMA,AZUL MICA,SEDAN,5,PARTICULAR
INDEPENDIENTE,C,FEMENINO,30,PIURA,SULLANA,SULLANA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ZONGSHEN,NITROX,LIMA,ROJO,MOTOCICLETA,2,
INDEPENDIENTE,C,FEMENINO,20,JUNIN,SATIPO,SATIPO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,YAMAHA,CRYPTON,LA MERCED,ROJO,MOTOCICLETA,,
INDEPENDIENTE,B,MASCULINO,20,CUSCO,CUSCO,SANTIAGO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,FORD,FESTIVA,CUSCO,AZUL,HATCHBACK,,PARTICULAR
INDEPENDIENTE,C,MASCULINO,20,CUSCO,CUSCO,CUSCO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,SUZUKI,ALTO,LIMA,AZUL,HATCHBACK,,
INDEPENDIENTE,RURAL,MASCULINO,20,UCAYALI,CORONEL PORTILLO,YARINACOCHA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,STORM,PUCALLPA,ROJO,MOTOCICLETA,2,
INDEPENDIENTE,,MASCULINO,32,ANCASH,SANTA,CHIMBOTE,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,SAKIMOTO,SK-150,LIMA,ROJO,MOTOCICLETA,,
INDEPENDIENTE,C,MASCULINO,30,CAJAMARCA,JAEN,JAEN,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HONDA,WAVE 110S,JAEN,GRIS,MOTOCICLETA,2,
INDEPENDIENTE,B,FEMENINO,20,AYACUCHO,HUAMANGA,AYACUCHO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ITALIKA,TRN150,AYACUCHO,BLANCO,MOTOCICLETA,2,
INDEPENDIENTE,,FEMENINO,32,LIMA,LIMA,COMAS,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,MITSUBISHI,GALANT 2.0 SS MPI AT,LIMA,VERDE OSCURO,SEDAN,,PARTICULAR
INDEPENDIENTE,RURAL,FEMENINO,20,ICA,PISCO,PISCO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,BAJAJ,RE AUTORICKSHAW TORITO,CHINCHA,ROJO,TRIMOTO PASAJEROS,4,
INDEPENDIENTE,,FEMENINO,20,PUNO,SAN ROMAN,JULIACA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,CRETA,TACNA,GRIS OSCURO,SUV,5,PARTICULAR
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,GRAND i10,LIMA,NEGRO,SEDAN,5,
INDEPENDIENTE,A,MASCULINO,20,AREQUIPA,AREQUIPA,CAYMA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HERO,IGNITOR 125,AREQUIPA,NEGRO,MOTOCICLETA,2,
INDEPENDIENTE,,FEMENINO,23,ANCASH,SIHUAS,ACOBAMBA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,EXCEL LS,LIMA,ROJO CEREZA,SEDAN,,
INDEPENDIENTE,D,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,LAND ROYS,LRE018Z,MADRE DE DIOS,CELESTE,TRIMOTO PASAJEROS,1,
INDEPENDIENTE,A,FEMENINO,32,PIURA,SULLANA,SULLANA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ZONGSHEN,ZS125-S,PIURA,AZUL,MOTOCICLETA,2,URBANO/INTERURBANO
INDEPENDIENTE,C,MASCULINO,31,LIMA,LIMA,EL AGUSTINO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,NISSAN,VERSA,LIMA,GRIS TIERRA,SEDAN,5,PARTICULAR
INDEPENDIENTE,,FEMENINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHANGAN,CS15,LIMA,ROJO,SUV,5,PARTICULAR
INDEPENDIENTE,,FEMENINO,31,HUANUCO,AMBO,SAN RAFAEL,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,ELANTRA,LIMA,NEGRO,SEDAN,5,PARTICULAR
INDEPENDIENTE,E,MASCULINO,20,APURIMAC,ABANCAY,ABANCAY,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,SUBARU,IMPREZA,LIMA,GRIS METALICO,SEDAN,,PARTICULAR
INDEPENDIENTE,B,MASCULINO,20,CUSCO,CUSCO,SANTIAGO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,JINCO,RTM150G,LIMA,AZUL OSCURO,MOTOCICLETA,2,
INDEPENDIENTE,,FEMENINO,20,PIURA,PIURA,CASTILLA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HERO,PLEASURE,LIMA,VERDE,MOTOCICLETA,2,
INDEPENDIENTE,RURAL,FEMENINO,20,UCAYALI,PADRE ABAD,PADRE ABAD,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,LIFAN,LF100-A,PUCALLPA,ROJO,MOTOCICLETA,,
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,ATE,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HYUNDAI,VENUE,LIMA,BLANCO NEGRO,SUV,5,PARTICULAR
INDEPENDIENTE,D,FEMENINO,20,CAJAMARCA,CAJAMARCA,CAJAMARCA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,ITALIKA,DS150,CAJAMARCA,NEGRO ROJO,MOTOCICLETA,2,
INDEPENDIENTE,C,MASCULINO,30,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HAFEI,XINYI,LIMA,CELESTE,MICROBUS,,
INDEPENDIENTE,C,FEMENINO,25,AREQUIPA,AREQUIPA,PAUCARPATA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,KEEWAY,SUPERLIGHT 200 CC,AREQUIPA,NEGRO,MOTOCICLETA,2,PARTICULAR
INDEPENDIENTE,,FEMENINO,20,APURIMAC,ABANCAY,ABANCAY,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,HINO,GH,AREQUIPA,BLANCO  VERDE,CHASIS CABINADO,3,CARGA/TRANSPORTE
INDEPENDIENTE,RURAL,FEMENINO,20,ANCASH,SANTA,NUEVO CHIMBOTE,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHEVROLET,N300,TRUJILLO,BEIGE CREAM,MULTIPROPOSITO,8,PARTICULAR
INFORMAL,B,FEMENINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,JETTOR,ADVENTURE CLASSIC E3,PIURA,ROJO,MOTOCICLETA,1,PARTICULAR
INFORMAL,RURAL,FEMENINO,20,PUNO,SAN ROMAN,JULIACA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,CHANGAN,SUPERVAN,JULIACA,GRIS,MICROBUS,11,
INDEPENDIENTE,C,MASCULINO,30,ANCASH,YUNGAY,QUILLO,BACHILLER EN CIENCIAS DE INDUSTRIAS ALIMENTARIAS,HARVING,HG250-MULE,LIMA,NEGRO,MOTOCICLETA,2,
DEPENDIENTE,RURAL,MASCULINO,20,PUNO,PUNO,PUNO,BACHILLER EN CIENCIAS DE LA ADMINISTRACION,TOYOTA,HILUX 4X4 C/D 3.0 STD DSL  A/B,LIMA,AZUL CLARO METALICO,,,CARGA/TRANSPORTE
INDEPENDIENTE,E,FEMENINO,20,PUNO,MELGAR,SANTA ROSA,BACHILLER EN CIENCIAS DE LA ADMINISTRACION,FUSO,CANTER,LIMA,BLANCO AZUL,FURGON,,CARGA/TRANSPORTE
INDEPENDIENTE,B,MASCULINO,25,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN CIENCIAS DE LA ADMINISTRACION AEROESP,JEEP,GRAND CHEROKEE LAREDO,LIMA,PLATA,SUV,5,PARTICULAR
INDEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,LA MOLINA,BACHILLER EN CIENCIAS DE LA ADMINISTRACION AEROESP,SUZUKI,GRAND VITARA,LIMA,BLANCO,SUV,4,
INFORMAL,B,MASCULINO,31,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS DE LA ADMINISTRACION AEROESP,CITROEN,C5 AIRCROSS,LIMA,AZUL TIJUCA,SUV,5,PARTICULAR
INFORMAL,B,MASCULINO,20,LIMA,LIMA,SAN MIGUEL,BACHILLER EN CIENCIAS DE LA ADMINISTRACION AEROESP,HONDA,CB 110,MAYNAS,GRIS,MOTOCICLETA,2,
INFORMAL,,MASCULINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS DE LA ADMINISTRACION AEROESP,CHEVROLET,CRUZE,LIMA,GRIS ACERO,HATCHBACK,5,PARTICULAR
INFORMAL,B,FEMENINO,31,LIMA,LIMA,LA MOLINA,BACHILLER EN CIENCIAS DE LA ADMINISTRACION AEROESP,MAZDA,MAZDA 3,LIMA,BLANCO,SEDAN,5,PARTICULAR
INFORMAL,A,MASCULINO,20,LIMA,LIMA,LA MOLINA,BACHILLER EN CIENCIAS DE LA ADMINISTRACION AEROESP,HONDA,XR 125L,MAYNAS,ROJO,MOTOCICLETA,2,
DEPENDIENTE,C,FEMENINO,32,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS DE LA COMPUTACION,NISSAN,FRONTIER,TRUJILLO,GRIS METALICO,PICK UP,,
DEPENDIENTE,A,MASCULINO,24,LA LIBERTAD,CHEPEN,CHEPEN,BACHILLER EN CIENCIAS DE LA COMPUTACION,SUZUKI,GRAND NOMADE,LIMA,AZUL,SUV,5,
DEPENDIENTE,B,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLER EN CIENCIAS DE LA COMPUTACION,SUBARU,FORESTER,LIMA,DORADO OSCURO,SUV,5,PARTICULAR
INDEPENDIENTE,B,MASCULINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS DE LA COMPUTACION,JAC,JS3,TRUJILLO,ROJO,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,VILLA EL SALVADOR,BACHILLER EN CIENCIAS DE LA COMUNICACION,MAZDA,MAZDA 3,LIMA,ROJO,SEDAN,5,PARTICULAR
DEPENDIENTE,RURAL,MASCULINO,20,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,BACHILLER EN CIENCIAS DE LA COMUNICACION,TOYOTA,HILUX,LIMA,DORADO METALICO,PICK UP,5,
DEPENDIENTE,C,MASCULINO,20,JUNIN,HUANCAYO,EL TAMBO,BACHILLER EN CIENCIAS DE LA COMUNICACION,HYUNDAI,MIGHTY 2.5 TON,LIMA,BLANCO,BARANDA,,
DEPENDIENTE,B,FEMENINO,33,LIMA,LIMA,JESUS MARIA,BACHILLER EN CIENCIAS DE LA COMUNICACION,FENIX,FENIX-125,LIMA,AZUL,MOTOCICLETA,,
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN BORJA,BACHILLER EN CIENCIAS DE LA COMUNICACION,KIA,SPORTAGE,LIMA,AZUL VESTA,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LORETO,MAYNAS,IQUITOS,BACHILLER EN CIENCIAS DE LA COMUNICACION,HONDA,DIO,LIMA,NEGRO,MOTOCICLETA,,PARTICULAR
DEPENDIENTE,B,MASCULINO,25,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,BACHILLER EN CIENCIAS DE LA COMUNICACION,HYUNDAI,I30,LIMA,NEGRO,HATCHBACK,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,25,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS DE LA COMUNICACION,BAJAJ,PULSAR NS125,TRUJILLO,NEGRO GRIS,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LAMBAYEQUE,CHICLAYO,PIMENTEL,BACHILLER EN CIENCIAS DE LA COMUNICACION,KIA,PICANTO,LIMA,PLATA BRILLANTE,HATCHBACK,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,32,ANCASH,HUARI,HUANTAR,BACHILLER EN CIENCIAS DE LA COMUNICACION,KIA,SOLUTO,LIMA,NEGRO,SEDAN,5,
DEPENDIENTE,,MASCULINO,20,LIMA,LIMA,PUENTE PIEDRA,BACHILLER EN CIENCIAS DE LA COMUNICACION,HYUNDAI,CRETA GRAND,LIMA,PLATA METALIZADO,SUV,7,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,BACHILLER EN CIENCIAS DE LA COMUNICACION,RENAULT,LOGAN,LIMA,NEGRO NACARADO,SEDAN,5,PARTICULAR
DEPENDIENTE,,MASCULINO,25,PIURA,PIURA,CATACAOS,BACHILLER EN CIENCIAS DE LA COMUNICACION,ITALIKA,DM150,PIURA,AMARILLO,MOTOCICLETA,2,
DEPENDIENTE,B,MASCULINO,32,LIMA,LIMA,LINCE,BACHILLER EN CIENCIAS DE LA COMUNICACION,VOLKSWAGEN,1300,LIMA,VERDE,SEDAN,,
DEPENDIENTE,B,MASCULINO,20,JUNIN,CHANCHAMAYO,SAN RAMON,BACHILLER EN CIENCIAS DE LA COMUNICACION,WANXIN,WX150-3A,LA MERCED,NEGRO,MOTOCICLETA,2,
DEPENDIENTE,B,FEMENINO,31,JUNIN,HUANCAYO,EL TAMBO,BACHILLER EN CIENCIAS DE LA COMUNICACION,RONCO,TR 150K,HUANCAYO,NEGRO,MOTOCICLETA,2,
DEPENDIENTE,B,FEMENINO,20,LAMBAYEQUE,CHICLAYO,CHICLAYO,BACHILLER EN CIENCIAS DE LA COMUNICACION,RENAULT,FLUENCE,LIMA,NEGRO METALICO,SEDAN,5,
DEPENDIENTE,B,FEMENINO,31,LIMA,LIMA,COMAS,BACHILLER EN CIENCIAS DE LA COMUNICACION,DFSK,GLORY,LIMA,MARRON,SUV,7,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,PUNO,PUNO,PUNO,BACHILLER EN CIENCIAS DE LA COMUNICACION,VOLKSWAGEN,NIVUS,LIMA,AZUL BISCAYA,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,31,LIMA,LIMA,SAN MIGUEL,BACHILLER EN CIENCIAS DE LA COMUNICACION,KIA,CERATO,LIMA,BLANCO CLARO,HATCHBACK,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,31,LIMA,LIMA,PUEBLO LIBRE,BACHILLER EN CIENCIAS DE LA COMUNICACION,HONDA,ALMERA 2004,TARAPOTO,GRIS,MOTOCICLETA,,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LA VICTORIA,BACHILLER EN CIENCIAS DE LA COMUNICACION,KEEWAY,202,LIMA,NEGRO,MOTOCICLETA,1,PARTICULAR
INDEPENDIENTE,B,FEMENINO,32,CUSCO,URUBAMBA,OLLANTAYTAMBO,BACHILLER EN CIENCIAS DE LA COMUNICACION,TOYOTA,HILUX,LIMA,BLANCO,PICK UP,5,CARGA/TRANSPORTE
INDEPENDIENTE,C,MASCULINO,34,CUSCO,CUSCO,CUSCO,BACHILLER EN CIENCIAS DE LA COMUNICACION,RONCO,EXPRESS 200,SICUANI,ROJO,MOTOCICLETA,2,
INDEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN BORJA,BACHILLER EN CIENCIAS DE LA COMUNICACION,PIAGGIO,TYPHOON 125 4T,LIMA,GRIS,MOTOCICLETA,2,PARTICULAR
