SITUACION LABORAL,RANGO,SEXO,EDAD,DEPARTAMENTO,PROVINCIA,DISTRITO,PROFESION,MARCA,MODELO,PLAZA,COLOR,CARROCERIA,ASIENTOS,USO
INDEPENDIENTE,RURAL,MASCULINO,20,JUNIN,CHANCHAMAYO,CHANCHAMAYO,BACHILLER EN: CIENCIAS CONTABLES,BASHAN,MAX200CC,LA MERCED,ANARANJADO BLANCO,MOTOCICLETA,,
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN: CIENCIAS DE LA COMUNICACION,BAJAJ,PULSAR 150,LIMA,NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER FARMACEUTICO Y BIOQUIMICO,GEELY,GX3,LIMA,ROJO,SUV,5,
INFORMAL,B,FEMENINO,20,LIMA,LIMA,CHORRILLOS,BACHILLER INGENIERIA,GREAT WALL,GREAT WALL H6,LIMA,PLATA,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,JESUS MARIA,BACHILLER INGENIERIA CIVIL,HONDA,CBF150,HUANUCO,NEGRO,MOTOCICLETA,,
DEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,LA VICTORIA,BACHILLER INGENIERIA CIVIL,MAZDA,MAZDA 3,LIMA,NEGRO,SEDAN,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER INGENIERIA DE PETROLEO Y GAS NATURAL,HONDA,XR 190L,MADRE DE DIOS,ROJO,MOTOCICLETA,2,
DEPENDIENTE,C,MASCULINO,30,PUNO,AZANGARO,AZANGARO,BACHILLER INGENIERIA GEOLOGICA,TOYOTA,HILUX,AREQUIPA,DORADO METALICO,PICK UP,5,CARGA/TRANSPORTE
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN BORJA,BACHILLERA EN ARQUITECTURA,SUZUKI,GRAND VITARA,LIMA,VERDE,SUV,4,PARTICULAR
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,MIRAFLORES,BACHILLERA EN ARQUITECTURA,VOLKSWAGEN,GOL,LIMA,NEGRO NINJA,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,B,FEMENINO,31,LIMA,LIMA,SAN ISIDRO,BACHILLERA EN ARQUITECTURA,SUZUKI,VITARA,LIMA,BLANCO,SUV,5,
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLERA EN ARTE CON MENCION EN DISEÑO INDUSTRIA,MERCEDES-BENZ,ML 350,LIMA,PLATA,SUV,5,PARTICULAR
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,MIRAFLORES,BACHILLERA EN ARTES ESCENICAS CON MENCION EN TEATR,SUZUKI,AN125,LIMA,AMARILLO,MOTOCICLETA,2,
INDEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,MIRAFLORES,BACHILLERA EN ARTES ESCENICAS CON MENCION EN TEATR,SUZUKI,JIMNY,LIMA,PLATA,SUV,4,PARTICULAR
DEPENDIENTE,B,FEMENINO,31,LIMA,LIMA,SAN MIGUEL,BACHILLERA EN CIENCIAS CON MENCION EN INGENIERIA I,CHEVROLET,ONIX,LIMA,PLATA SWITCHBLADE,SEDAN,5,PARTICULAR
INDEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,JESUS MARIA,BACHILLERA EN CIENCIAS CON MENCION EN INGENIERIA I,VOLKSWAGEN,TIGUAN,LIMA,AZUL PACIFICO,SUV,5,
INFORMAL,B,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,BACHILLERA EN CIENCIAS CON MENCION EN QUIMICA,KIA,PICANTO,LIMA,PLATA TITANIO,HATCHBACK,5,PARTICULAR
DEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLERA EN CIENCIAS SOCIALES CON MENCION EN CIE,PORSCHE,CAYENNE,LIMA,NEGRO BASALTO METALIZADO,SUV,,
DEPENDIENTE,B,FEMENINO,31,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLERA EN CIENCIAS SOCIALES CON MENCION EN CIE,HYUNDAI,CRETA,LIMA,AZUL,SUV,5,
INDEPENDIENTE,,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLERA EN CIENCIAS SOCIALES CON MENCION EN SOC,SUBARU,XV,LIMA,GRIS OSCURO METALICO,SUV,5,PARTICULAR
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLERA EN CIENCIAS Y ARTES DE LA COMUNICACION ,HYUNDAI,I30,LIMA,BLANCO,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,LINCE,BACHILLERA EN CIENCIAS Y ARTES DE LA COMUNICACION ,YAMAHA,YW125-BWS125,LIMA,PLATA ROJO,MOTOCICLETA,,PARTICULAR
INDEPENDIENTE,B,FEMENINO,32,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,BACHILLERA EN CIENCIAS Y ARTES DE LA COMUNICACION ,NISSAN,QASHQAI,LIMA,PLATA METALICO,SUV,,PARTICULAR
DEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLERA EN DERECHO,CHEVROLET,TRACKER,LIMA,ROJO TERCIOPELO,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,25,LIMA,LIMA,COMAS,BACHILLERA EN DERECHO,DFSK,GLORY,LIMA,BLANCO,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLERA EN DERECHO,CITROEN,C5 AIRCROSS,LIMA,GRIS SHARK ROJO,SUV,5,
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,BREÑA,BACHILLERA EN DERECHO,VOLKSWAGEN,GOL,LIMA,AZUL NOCHE,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLERA EN DERECHO,SUZUKI,CELERIO,LIMA,PLATA,HATCHBACK,4,
INDEPENDIENTE,,FEMENINO,31,LIMA,LIMA,LIMA,BACHILLERA EN DERECHO,DFSK,GLORY,LIMA,BLANCO,SUV,7,PARTICULAR
INDEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,SAN MIGUEL,BACHILLERA EN DERECHO,SUZUKI,SWIFT,LIMA,PLATA,SEDAN,5,
INDEPENDIENTE,B,FEMENINO,32,LIMA,LIMA,BREÑA,BACHILLERA EN EDUCACION,CHEVROLET,PRISMA,LIMA,GRIS GUN,SEDAN,5,PARTICULAR
INDEPENDIENTE,B,FEMENINO,31,LIMA,LIMA,RIMAC,BACHILLERA EN GESTION,VOLKSWAGEN,GOL,LIMA,GRIS QUARZO,HATCHBACK,5,PARTICULAR
INFORMAL,C,FEMENINO,32,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLERA EN GESTION,VOLVO,850 GLE/96,LIMA,ROJO,,,PARTICULAR
INDEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,MIRAFLORES,BACHILLERA EN HUMANIDADES CON MENCION EN PSICOLOGI,VOLKSWAGEN,CROSSFOX,LIMA,GRIS PLATINO,SUV,5,
DEPENDIENTE,,MASCULINO,20,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,CIENCIAS DE LA INGENIERIA TOPOGRAFICA Y AGRIMENSUR,HYUNDAI,TUCSON,CUSCO,DORADO,SUV,,PARTICULAR
DEPENDIENTE,B,MASCULINO,35,LIMA,LIMA,LOS OLIVOS,CONTADOR PUBLICO,SUBARU,FORESTER L,LIMA,NEGRO,SUV,,
DEPENDIENTE,RURAL,MASCULINO,31,LAMBAYEQUE,CHICLAYO,REQUE,CONTADOR PUBLICO,KIA,SPORTAGE,LIMA,BLANCO CLARO,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,ANCASH,HUARAZ,HUARAZ,CONTADOR PUBLICO,SUZUKI,GRAND NOMADE,LIMA,PLATA,SUV,,PARTICULAR
DEPENDIENTE,E,MASCULINO,20,TUMBES,TUMBES,CORRALES,CONTADOR PUBLICO,ZONGSHEN,ZS150-S,LIMA,AZUL,TRIMOTO CARGA,,
DEPENDIENTE,,FEMENINO,20,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,CONTADOR PUBLICO,HONDA,WAVE 110S,LIMA,GRIS METALICO,MOTOCICLETA,2,PARTICULAR
INDEPENDIENTE,RURAL,MASCULINO,20,LIMA,YAUYOS,TOMAS,CONTADOR PUBLICO,BAJAJ,AVENGER,LA MERCED,NEGRO,MOTOCICLETA,,PARTICULAR
INDEPENDIENTE,,MASCULINO,20,PUNO,HUANCANE,COJATA,CONTADOR PUBLICO,NISSAN,CARAVAN,PUNO,BLANCO,PANEL,,
INDEPENDIENTE,B,FEMENINO,25,ANCASH,SANTA,NUEVO CHIMBOTE,CONTADOR PUBLICO,TOYOTA,HILUX,CHIMBOTE,GRIS OSCURO METALICO,PICK UP,,
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LOS OLIVOS,CONTADORA PUBLICA,CHEVROLET,AVEO III LT HB 5P 1.4 AC/2009,LIMA,ROJO FLAME,,,PARTICULAR
DEPENDIENTE,B,MASCULINO,30,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ESPECIALISTA EN PEDIATRIA,RENAULT,FLUENCE,LIMA,NEGRO METALICO,SEDAN,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN ISIDRO,GRADO ACADEMICO DE BACHILLER EN ADMINISTRACION,SUZUKI,SWIFT,LIMA,AZUL,SEDAN,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,32,LIMA,LIMA,ATE,GRADO ACADEMICO DE BACHILLER EN CIENCIAS DE LA EDU,TOYOTA,YARIS,LIMA,AMARILLO,SEDAN,5,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LURIGANCHO,GRADO ACADEMICO DE BACHILLER EN CIENCIAS DE LA EDU,HYUNDAI,NEW ELANTRA,LIMA,PLATA METALIZADO,SEDAN,5,
DEPENDIENTE,,MASCULINO,20,LIMA,LIMA,ATE,GRADO ACADEMICO DE BACHILLER EN CIENCIAS DE LA EDU,BARSHA,URBAN MAX110,LIMA,NEGRO PLATA,MOTOCICLETA,1,
INDEPENDIENTE,,FEMENINO,20,LIMA,LIMA,LURIGANCHO,GRADO ACADEMICO DE BACHILLER EN CIENCIAS DE LA EDU,MAVILA,DINAMO,LIMA,AZUL,MOTOCICLETA,2,
DEPENDIENTE,RURAL,MASCULINO,20,APURIMAC,ANDAHUAYLAS,KISHUARA,GRADO ACADEMICO DE BACHILLER EN INGENIERIA AGROIND,RONCO,X-PLORER 200H,ABANCAY,NEGRO,MOTOCICLETA,2,
INFORMAL,A,FEMENINO,31,LIMA,LIMA,JESUS MARIA,GRADO ACADEMICO DE BACHILLER EN INGENIERIA EMPRESA,MAZDA,CX-5,LIMA,NEGRO,SUV,5,PARTICULAR
DEPENDIENTE,C,FEMENINO,31,LIMA,LIMA,COMAS,GRADO ACADEMICO DE BACHILLER EN TURISMO Y HOTELERI,RONCO,PANTERA 150R,LIMA,NEGRO ANARANJADO,MOTOCICLETA,2,
INDEPENDIENTE,C,MASCULINO,30,HUANUCO,HUANUCO,HUANUCO,GRADO DE BACHILLER EN CIENCIAS DE LA EDUCACION,BAJAJ,PULSAR 135,HUANUCO,NEGRO,MOTOCICLETA,2,
DEPENDIENTE,C,MASCULINO,20,HUANUCO,HUANUCO,HUANUCO,GRADO DE BACHILLER EN CIENCIAS DE LA EDUCACION -,CHEVROLET,SPARK,LIMA,BLANCO,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,C,FEMENINO,20,HUANUCO,HUANUCO,HUANUCO,GRADO DE BACHILLER EN ENFERMERIA,NISSAN,X-TRAIL,LIMA,GRIS,SUV,,PARTICULAR
INDEPENDIENTE,RURAL,MASCULINO,20,HUANUCO,HUANUCO,HUANUCO,GRADO DE BACHILLER EN INGENIERIA AGROINDUSTRIAL,VELOREX,VX150GY-11,HUANUCO,NEGRO,MOTOCICLETA,1,
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,EL AGUSTINO,INGENIERO AERONAUTICO,TOYOTA,YARIS,LIMA,ROJO MICA METALICO,SEDAN,,TAXI
DEPENDIENTE,D,MASCULINO,30,PIURA,PIURA,TAMBO GRANDE,INGENIERO AGRONOMO,WANXIN,WX150-A,CHICLAYO,AZUL,MOTOCICLETA,2,
DEPENDIENTE,RURAL,MASCULINO,20,ICA,ICA,ICA,INGENIERO AGRONOMO,CHEVROLET,TRACKER,LIMA,PLATA SWITCHBLADE,SUV,5,
INDEPENDIENTE,B,FEMENINO,34,ICA,ICA,ICA,INGENIERO AGRONOMO,VOLKSWAGEN,1600 ARENERO,LIMA,AMARILLO VERDE,,,
INDEPENDIENTE,E,MASCULINO,20,AREQUIPA,CAMANA,SAMUEL PASTOR,INGENIERO CIVIL,TOYOTA,COROLLA,TACNA,VERDE OSCURO,SEDAN,,
INDEPENDIENTE,C,MASCULINO,20,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,INGENIERO CIVIL,FORD,RANGER,TRUJILLO,NEGRO,PICK UP,5,CARGA/TRANSPORTE
INDEPENDIENTE,D,MASCULINO,20,JUNIN,SATIPO,SATIPO,INGENIERO CIVIL,BAJAJ,PULSAR,LA MERCED,NEGRO,MOTOCICLETA,2,
DEPENDIENTE,A,MASCULINO,20,AREQUIPA,AREQUIPA,JACOBO HUNTER,INGENIERO DE MINAS,SUBARU,FORESTER,AREQUIPA,BLANCO CRISTAL PERLADO,SUV,5,PARTICULAR
DEPENDIENTE,A,MASCULINO,35,CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA REYNOSO,INGENIERO DE MINAS,TOYOTA,COROLLA,LIMA,GRIS OSCURO METALICO,SEDAN,5,PARTICULAR
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,SURQUILLO,INGENIERO DE SISTEMAS,HYUNDAI,SANTA FE,LIMA,BLANCO,SUV,7,PARTICULAR
DEPENDIENTE,RURAL,FEMENINO,32,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,INGENIERO DE SISTEMAS,HONDA,CR-V,LIMA,GRIS STEEL,SUV,5,PARTICULAR
DEPENDIENTE,,MASCULINO,32,LIMA,LIMA,LIMA,INGENIERO EN SISTEMAS E INFORMATICA,TOYOTA,YARIS,LIMA,GRIS OSCURO METALICO,SEDAN,5,PARTICULAR
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,SAN BORJA,INGENIERO FORESTAL,JAC,S3,LIMA,BLANCO,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,JESUS MARIA,INGENIERO INDUSTRIAL,HYUNDAI,ELANTRA,LIMA,ROJO,SEDAN,5,PARTICULAR
DEPENDIENTE,,MASCULINO,20,ICA,CHINCHA,GROCIO PRADO,INGENIERO MECANICO ELECTRICISTA,HYUNDAI,TUCSON,LIMA,PLATA METALIZADO,SUV,5,PARTICULAR
DEPENDIENTE,,MASCULINO,20,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,INGENIERO METALURGISTA,HONDA,XR 190L,AREQUIPA,ROJO,MOTOCICLETA,2,
INFORMAL,,MASCULINO,20,LAMBAYEQUE,CHICLAYO,CHICLAYO,INGENIERO QUIMICO,VOLVO,N1050(6X2),CHIMBOTE,ROJO,VOLQUETE,,
INDEPENDIENTE,E,FEMENINO,20,TUMBES,ZARUMILLA,ZARUMILLA,LICENCIADA EN ADMINISTRACION,MAVILA,VIVAZ,PIURA,AZUL,MOTOCICLETA,,
INDEPENDIENTE,RURAL,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,LICENCIADA EN ADMINISTRACION DE EMPRESAS,RTM,RTM100-4B,TINGO MARIA,ROJO OSCURO,MOTOCICLETA,,
DEPENDIENTE,E,FEMENINO,20,UCAYALI,CORONEL PORTILLO,MANANTAY,LICENCIADA EN EDUCACION INICIAL,HAOJIN,HJ110-5,PUCALLPA,NEGRO,MOTOCICLETA,1,
DEPENDIENTE,,FEMENINO,33,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LICENCIADA EN EDUCACION SECUNDARIA MENCION: CIENCI,HONDA,CIVIC,LIMA,ROJO,HATCHBACK,,PARTICULAR
INDEPENDIENTE,,MASCULINO,20,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,LICENCIADA EN EDUCACION: ESPECIALIDAD MATEMATICA Y,BAJAJ,DISCOVER 125,MADRE DE DIOS,NEGRO ROJO,MOTOCICLETA,2,
DEPENDIENTE,,FEMENINO,31,CUSCO,CUSCO,CUSCO,LICENCIADA EN ENFERMERIA,TOYOTA,YARIS,CUSCO,NEGRO MICA,SEDAN,5,PARTICULAR
DEPENDIENTE,A,FEMENINO,25,AREQUIPA,AREQUIPA,AREQUIPA,LICENCIADA EN ENFERMERIA,MERCEDES-BENZ,GLA 200,AREQUIPA,PLATA,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LIMA,LICENCIADA EN GESTION CON MENCION EN GESTION PUBLI,SUZUKI,VITARA,LIMA,BLANCO,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,LICENCIADA EN NEGOCIOS INTERNACIONALES,JMC,CARRYING PLUS,LIMA,BLANCO,BARANDA,6,
INDEPENDIENTE,C,FEMENINO,20,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LICENCIADA EN PSICOLOGIA,HYUNDAI,ATOS,TRUJILLO,VERDE,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,LICENCIADA EN PSICOLOGIA,HONDA,WAVE NF100,MAYNAS,GRIS METALICO,MOTOCICLETA,2,
INDEPENDIENTE,C,FEMENINO,20,CUSCO,CUSCO,CUSCO,LICENCIADA EN TURISMO,YINGANG,YG100-5S,LIMA,ROJO,MOTOCICLETA,,
INDEPENDIENTE,RURAL,MASCULINO,32,AMAZONAS,LUYA,CAMPORREDONDO,LICENCIADO EN ADMINISTARCION,ADVANCE,200AD,CHICLAYO,VERDE,MOTOCICLETA,2,
DEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,CHORRILLOS,LICENCIADO EN ADMINISTRACION,SUZUKI,SWIFT,LIMA,BEIGE,SEDAN,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,32,CUSCO,CUSCO,WANCHAQ,LICENCIADO EN ADMINISTRACION,HYUNDAI,VENUE,ILO,BLANCO NEGRO,SUV,5,PARTICULAR
INDEPENDIENTE,A,FEMENINO,33,CUSCO,CUSCO,CUSCO,LICENCIADO EN ADMINISTRACION,NAMI,MONTERO CR 200,CUSCO,ROJO,MOTOCICLETA,1,
DEPENDIENTE,A,MASCULINO,33,JUNIN,SATIPO,RIO NEGRO,LICENCIADO EN ANTROPOLOGIA,TOYOTA,LAND CRUISER PRADO,LIMA,NEGRO MICA,SUV,7,PARTICULAR
DEPENDIENTE,C,MASCULINO,32,PIURA,PIURA,CASTILLA,LICENCIADO EN CIENCIAS ADMINISTRATIVAS,HONDA,STORM,PIURA,ROJO,MOTOCICLETA,,
DEPENDIENTE,RURAL,MASCULINO,20,SAN MARTIN,TOCACHE,TOCACHE,LICENCIADO EN EDUCACION PRIMARIA,WANXIN,WX200GY-8E,JUANJUI,ROJO NEGRO,MOTOCICLETA,2,
INFORMAL,,FEMENINO,11,PIURA,PIURA,TAMBO GRANDE,LICENCIADO EN EDUCACION PRIMARIA,ZONGSHEN,ZS200-CM,LIMA,AZUL,TRIMOTO CARGA,,
DEPENDIENTE,RURAL,MASCULINO,30,PUNO,PUNO,PUNO,"LICENCIADO EN EDUCACION QUIMICA, BIOLOGICAS",CHEVROLET,N400,JULIACA,BLANCO CANDY,MULTIPROPOSITO,8,PARTICULAR
DEPENDIENTE,D,MASCULINO,20,AYACUCHO,HUAMANGA,CARMEN ALTO,LICENCIADO EN EDUCACION SECUNDARIA ESPECIALIDAD EN,HYUNDAI,SANTA FE,LIMA,BLANCO,SUV,7,PARTICULAR
DEPENDIENTE,,MASCULINO,20,AYACUCHO,HUAMANGA,AYACUCHO,LICENCIADO EN EDUCACION SECUNDARIA FILOSOFIA - PSI,RTM,RTM200X,AYACUCHO,AZUL ROYAL,MOTOCICLETA,,
DEPENDIENTE,A,MASCULINO,30,HUANUCO,HUANUCO,HUANUCO,LICENCIADO EN EDUCACION SECUNDARIA. MENCION: HISTO,KIA,SORENTO,LIMA,NEGRO,SUV,,PARTICULAR
DEPENDIENTE,,MASCULINO,30,HUANUCO,HUAMALIES,JACAS GRANDE,LICENCIADO EN EDUCACION. ESPECIALIDAD: BIOLOGIA Y ,RONCO,X-PLORER 200H,HUANUCO,ROJO,MOTOCICLETA,2,
DEPENDIENTE,C,FEMENINO,20,HUANUCO,HUANUCO,PILLCO MARCA,LICENCIADO EN EDUCACION. ESPECIALIDAD: INICIAL,RTM,RTM100-4B,HUANUCO,NEGRO,MOTOCICLETA,,
DEPENDIENTE,C,MASCULINO,20,ICA,ICA,ICA,LICENCIADO EN ENFERMERIA,HYUNDAI,NEW ELANTRA,AREQUIPA,GRIS OSCURO,SEDAN,5,
DEPENDIENTE,D,FEMENINO,20,ICA,ICA,LOS AQUIJES,LICENCIADO EN ENFERMERIA,GEELY,GX3,AREQUIPA,AZUL,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,32,PIURA,PIURA,PIURA,LICENCIADO EN TECNOLOGIA MEDICA RADIOLOGIA,GREAT WALL,GREAT WALL M4,LIMA,ROJO,SUV,5,
INFORMAL,B,MASCULINO,30,LIMA,LIMA,CHORRILLOS,LICENCIATURA EN CIENCIAS MILITARES CIENCIAS MILITA,DAVEST,DV150T-3A,LIMA,ROJO,MOTOCICLETA,,
INFORMAL,B,MASCULINO,20,LIMA,LIMA,PUEBLO LIBRE,MAESTRO EN DOCENCIA UNIVERSITARIA Y GESTION EDUCAT,VOLKSWAGEN,305 GOL-LS,LIMA,GRIS LONDRINO,SEDAN,,
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,MAGDALENA DEL MAR,MAGISTER EN ADMINISTRACION DE AGRONEGOCIOS,FORD,ESCAPE,LIMA,ROJO,SUV,,PARTICULAR
DEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,SAN BORJA,MAGISTER EN ADMINISTRACION ESTRATEGICA DE EMPRESAS,HYUNDAI,ELANTRA,LIMA,DORADO,SEDAN,,
INDEPENDIENTE,B,MASCULINO,33,ANCASH,SANTA,CHIMBOTE,MAGISTER EN DIRECCION DE EMPRESAS DIRECCION DE EMP,CHERY,TIGGO 2 PRO,CHIMBOTE,GRIS,SUV,5,
DEPENDIENTE,,MASCULINO,20,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,MAGISTER EN DOCENCIA UNIVERSITARIA Y GESTION EDUCA,NISSAN,ALMERA,LIMA,PLATA METALICO,SEDAN,,PARTICULAR
DEPENDIENTE,RURAL,FEMENINO,30,ANCASH,SANTA,CHIMBOTE,MEDICO CIRUJANO,KIA,PICANTO,TACNA,BLANCO CLARO,HATCHBACK,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,CAJAMARCA,CAJAMARCA,CAJAMARCA,MEDICO CIRUJANO,HYUNDAI,GRAND i10,CAJAMARCA,VERDE,HATCHBACK,5,
DEPENDIENTE,C,FEMENINO,20,ANCASH,SANTA,CHIMBOTE,MEDICO CIRUJANO,HYUNDAI,VERNA,CHIMBOTE,ROJO,SEDAN,5,PARTICULAR
INDEPENDIENTE,B,MASCULINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,MEDICO CIRUJANO,CITROEN,C3 AIRCROSS,LIMA,BLANCO,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,UCAYALI,CORONEL PORTILLO,CALLERIA,OBSTETRA,LIFAN,LF110-26H,PUCALLPA,ROJO,MOTOCICLETA,2,
INDEPENDIENTE,RURAL,FEMENINO,30,HUANUCO,HUANUCO,AMARILIS,OBSTETRIZ,TRICAR,TX150,PUCALLPA,AZUL,MOTOCICLETA,1,
DEPENDIENTE,E,MASCULINO,50,CUSCO,CANCHIS,SICUANI,PROFESOR DE EDUCACION ARTISTICA ESPECIALIDAD ARTES,CHEVROLET,SPARK,AREQUIPA,ROJO SUPER,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,,MASCULINO,20,CUSCO,CUSCO,SAN JERONIMO,PROFESOR DE EDUCACION ARTISTICA ESPECIALIDAD ARTES,FUKUSHIMA,LANDER 200F-1,CUSCO,ROJO,MOTOCICLETA,1,
DEPENDIENTE,D,MASCULINO,20,LIMA,LIMA,LURIGANCHO,SEGUNDA ESPECIALIDAD EN CIRUGIA GENERAL,HYUNDAI,NEW TUCSON,LIMA,GUINDA,SUV,5,PARTICULAR
INFORMAL,,MASCULINO,23,AREQUIPA,CAMANA,MARISCAL CACERES,SEGUNDA ESPECIALIDAD EN COMUNICACION INTEGRAL,TOYOTA,CORONA,TACNA,VERDE PERLADO,SEDAN,,
DEPENDIENTE,C,MASCULINO,50,PUNO,PUNO,PUNO,SEGUNDA ESPECIALIDAD EN DIDACTICA DE LA ENSEÑANZA ,HYUNDAI,STELLAR,TACNA,BLANCO,SEDAN,,
DEPENDIENTE,D,MASCULINO,52,PUNO,PUNO,PUNO,SEGUNDA ESPECIALIDAD EN DOCENCIA TECNICA CON MENCI,NISSAN,TIIDA,LIMA,GRIS METALICO,HATCHBACK,5,
DEPENDIENTE,C,MASCULINO,23,APURIMAC,COTABAMBAS,COYLLURQUI,SEGUNDA ESPECIALIDAD EN EDUCACION INICIAL CON MENC,HONDA,CGL 125,CUSCO,AZUL,MOTOCICLETA,,
DEPENDIENTE,,MASCULINO,20,LORETO,ALTO AMAZONAS,YURIMAGUAS,SEGUNDA ESPECIALIDAD EN EDUCACION INTERCULTURAL BI,MOTOKAR,SIN MODELO,YURIMAGUAS,AZUL PLATA,MOTOCICLETA,,
DEPENDIENTE,D,MASCULINO,20,PUNO,SAN ROMAN,JULIACA,SEGUNDA ESPECIALIDAD EN EDUCACION PRIMARIA,TOYOTA,YARIS,LIMA,NEGRO METALICO,SEDAN,5,
DEPENDIENTE,B,FEMENINO,20,AREQUIPA,CAYLLOMA,MAJES,SEGUNDA ESPECIALIDAD EN ESTIMULACION TEMPRANA,TOYOTA,HILUX,AREQUIPA,VERDE OSCURO METALICO,PICK UP,,
INDEPENDIENTE,RURAL,FEMENINO,20,PUNO,SAN ROMAN,JULIACA,SEGUNDA ESPECIALIDAD PROFESIONAL AUXILIAR DE EDUCA,ALESIN,RTM125T-1,JULIACA,NEGRO,MOTOCICLETA,2,
DEPENDIENTE,RURAL,MASCULINO,51,AYACUCHO,PARINACOCHAS,CORACORA,SEGUNDA ESPECIALIDAD PROFESIONAL DE: INGLES,TOYOTA,CALDINA 2.0D UL,LIMA,BLANCO,BARANDA,,
DEPENDIENTE,RURAL,MASCULINO,23,PUNO,AZANGARO,AZANGARO,SEGUNDA ESPECIALIDAD PROFESIONAL EDUCACION BILINGÜ,RENAULT,OROCH,AREQUIPA,BLANCO GLACIAR,PICK UP,5,
