SITUACION LABORAL,RANGO,SEXO,EDAD,DEPARTAMENTO,PROVINCIA,DISTRITO,PROFESION,MARCA,MODELO,PLAZA,COLOR,CARROCERIA,ASIENTOS,USO,COT
INDEPENDIENTE,C,FEMENINO,20,ICA,PISCO,PISCO,BACHILLER EN DERECHO,CHEVROLET,TRACKER,LIMA,GRIS GUN,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SANTA ANITA,BACHILLER EN DERECHO,MAZDA,MAZDA 3,LIMA,NEGRO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,HUAURA,HUALMAY,BACHILLER EN DERECHO,HYUNDAI,H-100,LIMA,BLANCO GRIS,CHASIS CABINADO,3,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LAMBAYEQUE,CHICLAYO,LA VICTORIA,BACHILLER EN DERECHO,KIA,RIO,CHICLAYO,AZUL PROFUNDO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,AREQUIPA,AREQUIPA,MIRAFLORES,BACHILLER EN DERECHO,VOLKSWAGEN,GOL,AREQUIPA,ROJO FLASH,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,BACHILLER EN DERECHO Y CIENCIA POLITICA,CHEVROLET,SPIN,LIMA,NEGRO MEET,MULTIPROPOSITO,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,BACHILLER EN DERECHO Y CIENCIA POLITICA,JAC,HFC1040KN,LIMA,ROJO,BARANDA,3,CARGA/TRANSPORTE,0
INDEPENDIENTE,C,MASCULINO,30,LIMA,CAÑETE,MALA,BACHILLER EN EDUCACION,HYUNDAI,SANTA FE,LIMA,PLATA,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN EDUCACION,CHEVROLET,AVEO,LIMA,PLATA SWITCHBLADE,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,50,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN EDUCACION,TOYOTA,RUSH,TRUJILLO,BEIGE OSCURO MICA,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,ATE,BACHILLER EN EDUCACION,TOYOTA,ETIOS,LIMA,NEGRO MICA,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,25,LIMA,LIMA,LIMA,BACHILLER EN EDUCACION,CHANGAN,CS15,LIMA,PLATA,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,30,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN EDUCACION,HYUNDAI,i10,AREQUIPA,PLATA,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,23,LIMA,HUAURA,HUAURA,BACHILLER EN EDUCACION,TOYOTA,AVANZA,LIMA,NEGRO METALICO,MULTIPROPOSITO,7,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,VILLA EL SALVADOR,BACHILLER EN ESTOMATOLOGIA,MITSUBISHI,OUTLANDER,LIMA,GRIS OSCURO METALICO,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,AREQUIPA,AREQUIPA,MARIANO MELGAR,BACHILLER EN INGENIERIA CIVIL,FORLAND,INCAPOWER FD20,AREQUIPA,BLANCO,BARANDA,3,CARGA/TRANSPORTE,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN INGENIERIA CIVIL,HYUNDAI,HD78,LIMA,BLANCO CELESTE,CHASIS CABINADO,3,CARGA/TRANSPORTE,0
INDEPENDIENTE,C,MASCULINO,20,ANCASH,HUARAZ,INDEPENDENCIA,BACHILLER EN INGENIERIA CIVIL,HYUNDAI,SANTA FE,HUARAZ,CELESTE,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,BACHILLER EN INGENIERIA COMERCIAL,CHEVROLET,N400,PIURA,PLATA TWINKLING,MULTIPROPOSITO,8,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,BACHILLER EN INGENIERIA GEOGRAFICA,DFSK,K07 MINIVAN,LIMA,GRIS,MULTIPROPOSITO,8,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,30,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,BACHILLER EN INGENIERIA MECANICA,BAJAJ,PULSAR RS200,CHICLAYO,ROJO,MOTOCICLETA,2,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,CARMEN DE LA LEGUA REYNOSO,BACHILLER EN INGENIERIA MECATRONICA,CHEVROLET,SPARK,LIMA,PLATA SWITCHBLADE,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,BACHILLER EN INGENIERIA QUIMICA,NISSAN,TIIDA,AREQUIPA,GRIS MAGNETICO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,PUENTE PIEDRA,BACHILLER EN INGENIERIA QUIMICA,CHERY,FULWIN,LIMA,BLANCO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,31,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLER EN NEGOCIOS INTERNACIONALES,ZONGSHEN,STRATO,LIMA,NEGRO,MOTOCICLETA,2,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN NUTRICION,HYUNDAI,GRAND i10,CAJAMARCA,NEGRO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN OBSTETRICIA,TOYOTA,YARIS,LIMA,NEGRO MICA,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,CAÑETE,MALA,BACHILLER EN ODONTOLOGIA,VOLKSWAGEN,TIGUAN,LIMA,PLATA LUNA,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,BARRANCA,SUPE PUERTO,BACHILLER EN ODONTOLOGIA,CHEVROLET,CAPTIVA,TACNA,GRIS TUNGSTENO MET,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,AREQUIPA,AREQUIPA,CERRO COLORADO,BACHILLER EN PSICOLOGIA,KIA,RIO,AREQUIPA,NEGRO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,VILLA EL SALVADOR,BACHILLER EN TRABAJO SOCIAL,SUZUKI,S-CROSS,LIMA,BLANCO,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,31,LIMA,BARRANCA,BARRANCA,BACHILLER EN TRADUCCION E INTERPRETACION,MAZDA,MAZDA 3,LIMA,ROJO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,BACHILLER EN TURISMO Y HOTELERIA,CHEVROLET,ONIX,AREQUIPA,BLANCO NEGRO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,INGENIERO DE COMPUTACION Y SISTEMAS,BAJAJ,PULSAR NS160,TRUJILLO,NEGRO GRIS,MOTOCICLETA,2,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,MOQUEGUA,MARISCAL NIETO,SAMEGUA,MAESTRO EN PROYECTOS DE INVERSION,TOYOTA,AGYA,AREQUIPA,GRIS OSCURO METALICO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LIMA,MEDICO CIRUJANO,DFSK,GLORY,LIMA,AZUL,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,PUENTE PIEDRA,,ISUZU,NPR75L-KL5VAYN,LIMA,BLANCO CELESTE,CHASIS CABINADO,3,CARGA/TRANSPORTE,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,PUEBLO LIBRE,,BMW,X3,LIMA,PLATA MINERAL METALIZADO,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,LIMA,LIMA,CHACLACAYO,,NISSAN,VERSA,LIMA,AZUL OSCURO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SAN LUIS,,CHEVROLET,PRISMA,LIMA,GRIS GUN,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,LIMA,LIMA,SANTA ANITA,,KIA,TOWNER K2700,TRUJILLO,BLANCO CLARO,CHASIS CABINADO,3,CARGA/TRANSPORTE,0
INDEPENDIENTE,C,MASCULINO,30,LIMA,LIMA,VILLA EL SALVADOR,,GREAT WALL,VOLEEX V80,LIMA,AZUL,MULTIPROPOSITO,7,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,JUNIN,JAUJA,MUQUI,,CHANGHE,CH6390E,HUANCAYO,PLATA,MULTIPROPOSITO,8,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LURIGANCHO,,JAC,HFC1030KN,LIMA,BLANCO AZUL,CHASIS CABINADO,3,CARGA/TRANSPORTE,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,CHORRILLOS,,HYUNDAI,GRAND i10,LIMA,PLATA METALIZADO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,,SUZUKI,GRAND NOMADE,LIMA,GRIS,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,,HYUNDAI,ACCENT,LIMA,PLATA METALIZADO,SEDAN,5,URBANO/INTERURBANO,0
INDEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,,CHEVROLET,SAIL,LIMA,ROJO ANTORCHA,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,,NISSAN,VERSA,LIMA,PLATA,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,LIMA,LIMA,SAN JUAN DE MIRAFLORES,,HYUNDAI,ACCENT,LIMA,PLATA METALIZADO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,JESUS MARIA,,NISSAN,SENTRA,LIMA,GRIS,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,PUENTE PIEDRA,,TOYOTA,AVANZA,LIMA,NEGRO METALICO,MULTIPROPOSITO,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,COMAS,,CHEVROLET,SPARK,LIMA,PLATA SWITCHBLADE,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,CAÑETE,ASIA,,FAW,CA6420A45,LIMA,ROJO,MULTIPROPOSITO,8,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,,FUSO,CANTER,LIMA,VERDE ROJO,FURGON,9,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,,CHANGHE,CH6390E,LIMA,ROJO,MULTIPROPOSITO,8,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LAMBAYEQUE,CHICLAYO,CHICLAYO,,HONDA,WAVE NF100,JAEN,NEGRO PERLADO,MOTOCICLETA,2,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,50,LAMBAYEQUE,CHICLAYO,LA VICTORIA,,KIA,PICANTO,CHICLAYO,PLATA TITANIO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,30,CAJAMARCA,JAEN,JAEN,,HYUNDAI,GRAND i10,CHICLAYO,ROJO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,,TOYOTA,RUSH,CHICLAYO,ROJO MICA METALICO,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LA LIBERTAD,TRUJILLO,LA ESPERANZA,,CHEVROLET,SAIL,TRUJILLO,NEGRO,SEDAN,5,URBANO/INTERURBANO,0
INDEPENDIENTE,C,FEMENINO,20,LA LIBERTAD,TRUJILLO,LA ESPERANZA,,TOYOTA,HILUX,TRUJILLO,BLANCO,PICK UP,5,CARGA/TRANSPORTE,0
INDEPENDIENTE,C,MASCULINO,51,LIMA,LIMA,BREÑA,,KIA,RIO,TRUJILLO,NEGRO,SEDAN,5,URBANO/INTERURBANO,0
INDEPENDIENTE,C,MASCULINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,,JAC,JS3,TRUJILLO,ROJO,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,ANCASH,SANTA,CHIMBOTE,,KIA,PICANTO,TRUJILLO,ROJO SEÑAL,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,VOLKSWAGEN,GOL,LIMA,BLANCO VERDE,STATION WAGON,5,TAXI,0
INDEPENDIENTE,C,FEMENINO,20,JUNIN,HUANCAYO,EL TAMBO,,VOLKSWAGEN,CROSSFOX,HUANCAYO,PLATA REFLEX,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,51,LIMA,LIMA,SAN JUAN DE LURIGANCHO,,NISSAN,TIIDA,LIMA,ROJO METALICO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,32,JUNIN,HUANCAYO,HUANCAYO,,TOYOTA,CAMRY,LIMA,BEIGE METALICO,CONVERTIBLE,2,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,JUNIN,HUANCAYO,HUANCAYO,,TOYOTA,AVANZA,HUANCAYO,GRIS OSCURO METALICO,MULTIPROPOSITO,7,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,JUNIN,HUANCAYO,EL TAMBO,,DFSK,GLORY,HUANCAYO,AZUL,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,JUNIN,SATIPO,SATIPO,,MAZDA,CX-5,LIMA,GRIS,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,UCAYALI,CORONEL PORTILLO,CALLERIA,,HYUNDAI,SANTA FE,LIMA,BLANCO,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SURQUILLO,,CHERY,TIGGO,LIMA,BLANCO,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,LIMA,LIMA,SANTIAGO DE SURCO,,CHEVROLET,PRISMA,LIMA,GRIS GUN,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,ICA,ICA,LA TINGUIÑA,,CHEVROLET,SPARK,LIMA,ROJO SOLAR,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,31,ICA,ICA,LA TINGUIÑA,,CHEVROLET,GROOVE,ICA,PLATA TWINKLING,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,50,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,,KIA,PICANTO,LIMA,BLANCO CLARO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,30,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,,SUZUKI,SWIFT,LIMA,BLANCO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,HUANUCO,HUANUCO,HUANUCO,,SUZUKI,VITARA,LIMA,BLANCO PERLA,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,CUSCO,CUSCO,CUSCO,,CHERY,FACE,CUSCO,PLATA CLARO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,NISSAN,SENTRA,LIMA,NEGRO,SEDAN,5,URBANO/INTERURBANO,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,LA VICTORIA,,HYUNDAI,NEW TUCSON,LIMA,NEGRO,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,,SWM,X2,LIMA,ROJO,MULTIPROPOSITO,8,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,53,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,KIA,CERATO,LIMA,BEIGE OSCURO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,BAIC,X25,LIMA,BLANCO,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,,CHANGAN,VAN,LIMA,BLANCO,MULTIPROPOSITO,8,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,ITALIKA,VGO125,LIMA,NEGRO ROJO,MOTOCICLETA,2,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,KIA,RIO,LIMA,GRIS URBANO,SEDAN,5,TAXI,0
INDEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,SUZUKI,APV,LIMA,GRIS,MULTIPROPOSITO,8,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,VENTANILLA,,CHERY,TIGGO 2,LIMA,AZUL NIEVE,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,30,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,KIA,RIO,LIMA,NEGRO,SEDAN,5,TAXI,0
INDEPENDIENTE,C,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,,KIA,RIO,PIURA,NEGRO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LA MOLINA,,MAZDA,CX-5,LIMA,ROJO,SUV,5,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,,HYUNDAI,H-100,LIMA,BLANCO,CHASIS CABINADO,3,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,CAJAMARCA,CAJAMARCA,CAJAMARCA,,HYUNDAI,EON,CAJAMARCA,CELESTE,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,30,AREQUIPA,AREQUIPA,AREQUIPA,,JETOUR,X70,AREQUIPA,GRIS,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,50,AREQUIPA,AREQUIPA,MARIANO MELGAR,,HYUNDAI,i10,AREQUIPA,AZUL,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,C,FEMENINO,20,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,,JINBEI,KONECT,AREQUIPA,BLANCO,SUV,7,PARTICULAR,0
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN ADMINISTRACION,HYUNDAI,SCOUPE LS,LIMA,GUINDA,COUPE,2,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,AREQUIPA,AREQUIPA,PAUCARPATA,BACHILLER EN ADMINISTRACION,MITSUBISHI,GALANT VR A/T,LIMA,ROJO VINO,,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LIMA,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,CHERY,Q22,LIMA,AZUL,MULTIPROPOSITO,8,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,BACHILLER EN ADMINISTRACION Y CIENCIAS POLICIALES,HONDA,XR 125L,MADRE DE DIOS,ROJO,MOTOCICLETA,2,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,20,JUNIN,HUANCAYO,EL TAMBO,BACHILLER EN ADMINISTRACION Y CIENCIAS POLICIALES,TOYOTA,RAV4,LIMA,NEGRO METALICO,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,31,PIURA,PIURA,PIURA,BACHILLER EN ARQUITECTURA,RENAULT,DUSTER,PIURA,ROJO FUEGO,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,52,LIMA,LIMA,COMAS,BACHILLER EN ARQUITECTURA,MAZDA,FAMILIA,LIMA,BLANCO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,35,LIMA,LIMA,ATE,BACHILLER EN CIENCIAS - ECONOMIA,FORD,ECOSPORT,LIMA,PLATA,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,33,HUANUCO,LEONCIO PRADO,RUPA-RUPA,BACHILLER EN CIENCIAS ADMINISTRATIVAS,HYUNDAI,SANTA FE,LIMA,ROJO,SUV,7,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,PIURA,SULLANA,SULLANA,BACHILLER EN CIENCIAS ADMINISTRATIVAS,RENAULT,DUSTER,PIURA,GRIS ESTRELLA,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,30,ANCASH,SANTA,SANTA,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,SUZUKI,MR WAGON,CHIMBOTE,NEGRO,STATION WAGON,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LURIGANCHO,BACHILLER EN CIENCIAS DE LA COMUNICACION,FIAT,UNO WAY,LIMA,GRIS,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,ATE,BACHILLER EN CIENCIAS INGENIERIA ELECTRICA,SUZUKI,CELERIO,LIMA,GRIS,HATCHBACK,4,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,35,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS INGENIERIA ELECTRONICA,DODGE,DURANGO SXT,LIMA,NEGRO,SUV,7,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN CIENCIAS MILITARES ADMINISTRACION,RENAULT,DUSTER,LIMA,GRIS COMET,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS SOCIALES,TOYOTA,YARIS,LIMA,NEGRO MICA,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,LIMA,BACHILLER EN COMUNICACION SOCIAL,TOYOTA,AVANZA,LIMA,PLATA METALICO,MULTIPROPOSITO,7,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,30,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN COMUNICACION SOCIAL,FIAT,ARGO,LIMA,NEGRO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,35,LIMA,LIMA,LURIGANCHO,BACHILLER EN CONTABILIDAD,HYUNDAI,SONATA,LIMA,GRIS METALICO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,ATE,BACHILLER EN CONTABILIDAD,HYUNDAI,NEW TUCSON,LIMA,BLANCO,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,LAMBAYEQUE,CHICLAYO,LA VICTORIA,BACHILLER EN CONTABILIDAD,KIA,PICANTO,CHICLAYO,GRIS ASTRO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN CONTABILIDAD Y FINANZAS,HONDA,PILOT,LIMA,NEGRO CRYSTAL,SUV,8,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,15,JUNIN,HUANCAYO,EL TAMBO,BACHILLER EN CONTABILIDAD Y FINANZAS,TOYOTA,RAV4,LIMA,GRIS OSCURO METALICO,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN DERECHO,HONDA,HR-V,LIMA,BLANCO ANDES,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,50,JUNIN,HUANCAYO,PILCOMAYO,BACHILLER EN DERECHO,HONDA,CR-V,HUANCAYO,NEGRO CRYSTAL,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN MIGUEL,BACHILLER EN DERECHO,MAZDA,CX-3,LIMA,NEGRO,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,30,LIMA,LIMA,SAN JUAN DE MIRAFLORES,BACHILLER EN DERECHO,KIA,CERATO,LIMA,GRIS METAL,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,30,TACNA,TACNA,TACNA,BACHILLER EN DERECHO,MAZDA,MAZDA 3,LIMA,PLATA,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,20,TUMBES,TUMBES,TUMBES,BACHILLER EN DERECHO Y CIENCIA POLITICA,CHERY,BEAT,PIURA,PLATA                          CLARO,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,PEUGEOT,208,LIMA,BLANCO BANQUISE,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,34,LIMA,LIMA,SANTA ANITA,BACHILLER EN ECONOMIA,MITSUBISHI,MONTERO,LIMA,GRIS OSCURO METALICO,SUV,7,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,20,JUNIN,HUANCAYO,HUANCAYO,BACHILLER EN EDUCACION,CHANGAN,CS55,HUANCAYO,BLANCO,SUV,5,PARTICULAR,1
INDEPENDIENTE,C,MASCULINO,30,LIMA,LIMA,PUENTE PIEDRA,BACHILLER EN EDUCACION,KIA,RIO,LIMA,BLANCO CLARO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,AREQUIPA,AREQUIPA,SACHACA,BACHILLER EN EDUCACION,TOYOTA,COROLLA,AREQUIPA,ROJO PERLADO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,C,FEMENINO,20,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,BACHILLER EN EDUCACION,YAMAHA,CRYPTON,LIMA,AZUL,MOTOCICLETA,2,PARTICULAR,1
